
--- [START Swin] ----------------------------------------------------------------


** dataset setting **
fold = 4
train_dataset : 
	len = 281
                  kidney  79 (0.281) 
                prostate  74 (0.263) 
          largeintestine  47 (0.167) 
                  spleen  42 (0.149) 
                    lung  39 (0.139) 

valid_dataset : 
	len = 70
                  kidney  20 (0.286) 
                prostate  19 (0.271) 
          largeintestine  11 (0.157) 
                  spleen  11 (0.157) 
                    lung   9 (0.129) 


** net setting **
optimizer
  AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 4e-05
    maximize: False
    weight_decay: 0.01
)

** start training here! **
   batch_size = 4 
                     |---------------- VALID--------------|---- TRAIN/BATCH ----------------
rate     iter  epoch | dice   loss  best_dice  best_epoch | loss           | time           
-------------------------------------------------------------------------------------
4.00e-5   00001260*  18.00 | 0.773  0.000  0.8015  16.000  0.936  0.823  0.892  0.803  0.126   | 0.066  0.962   | 1115.5176284313202
4.00e-5   00001330*  19.00 | 0.783  0.000  0.8015  16.000  0.934  0.798  0.890  0.802  0.263   | 0.065  0.975   | 1176.5225057601929
4.00e-5   00001400*  20.00 | 0.797  0.000  0.8015  16.000  0.937  0.853  0.878  0.795  0.268   | 0.060  0.971   | 1237.5400731563568
4.00e-5   00001470*  21.00 | 0.791  0.000  0.8015  16.000  0.935  0.839  0.886  0.807  0.233   | 0.067  0.983   | 1298.475748538971
4.00e-5   00001540*  22.00 | 0.790  0.000  0.8015  16.000  0.939  0.845  0.898  0.814  0.181   | 0.067  0.966   | 1358.4901976585388
4.00e-5   00001610*  23.00 | 0.764  0.000  0.8015  16.000  0.937  0.744  0.897  0.799  0.214   | 0.060  0.956   | 1419.5035455226898
4.00e-5   00001680*  24.00 | 0.780  0.000  0.8015  16.000  0.938  0.786  0.894  0.808  0.242   | 0.061  0.962   | 1480.449636220932
4.00e-5   00001750*  25.00 | 0.783  0.000  0.8015  16.000  0.935  0.823  0.899  0.784  0.219   | 0.063  0.951   | 1541.2831542491913
4.00e-5   00001820*  26.00 | 0.795  0.000  0.8015  16.000  0.939  0.843  0.897  0.805  0.236   | 0.056  0.963   | 1601.9289438724518
4.00e-5   00001890*  27.00 | 0.780  0.000  0.8015  16.000  0.918  0.877  0.895  0.685  0.244   | 0.060  0.969   | 1662.36665391922
4.00e-5   00001960*  28.00 | 0.798  0.000  0.8015  16.000  0.938  0.848  0.900  0.806  0.243   | 0.061  0.958   | 1722.6862244606018
4.00e-5   00002030*  29.00 | 0.800  0.000  0.8015  16.000  0.937  0.865  0.890  0.791  0.258   | 0.053  0.972   | 1782.9521327018738
4.00e-5   00002100*  30.00 | 0.801  0.000  0.8015  16.000  0.943  0.860  0.892  0.818  0.224   | 0.059  0.936   | 1843.8073909282684
4.00e-5   00002170*  31.00 | 0.794  0.000  0.8015  16.000  0.941  0.831  0.901  0.836  0.206   | 0.061  0.942   | 1905.3950667381287
4.00e-5   00002240*  32.00 | 0.780  0.000  0.8015  16.000  0.940  0.771  0.903  0.839  0.222   | 0.054  0.975   | 1966.8777101039886
4.00e-5   00002310*  33.00 | 0.805  0.000  0.8050  33.000  0.940  0.873  0.902  0.824  0.218   | 0.051  0.978   | 2028.1543517112732
4.00e-5   00002380*  34.00 | 0.806  0.000  0.8057  34.000  0.941  0.863  0.898  0.835  0.236   | 0.059  1.006   | 2088.7516283988953
4.00e-5   00002450*  35.00 | 0.814  0.000  0.8144  35.000  0.943  0.884  0.898  0.830  0.262   | 0.054  0.996   | 2149.6696598529816
4.00e-5   00002520*  36.00 | 0.807  0.000  0.8144  35.000  0.939  0.876  0.899  0.805  0.259   | 0.051  1.002   | 2210.27844953537
4.00e-5   00002590*  37.00 | 0.803  0.000  0.8144  35.000  0.945  0.860  0.899  0.844  0.201   | 0.047  0.999   | 2270.995656490326
4.00e-5   00002660*  38.00 | 0.800  0.000  0.8144  35.000  0.946  0.839  0.901  0.833  0.227   | 0.048  0.990   | 2331.4915561676025
4.00e-5   00002730*  39.00 | 0.803  0.000  0.8144  35.000  0.944  0.863  0.900  0.833  0.205   | 0.048  0.996   | 2392.0264439582825
4.00e-5   00002800*  40.00 | 0.811  0.000  0.8144  35.000  0.947  0.887  0.903  0.809  0.234   | 0.047  0.999   | 2452.969718694687
4.00e-5   00002870*  41.00 | 0.805  0.000  0.8144  35.000  0.942  0.872  0.901  0.809  0.235   | 0.049  0.986   | 2512.914126634598
4.00e-5   00002940*  42.00 | 0.793  0.000  0.8144  35.000  0.898  0.876  0.895  0.808  0.240   | 0.047  1.000   | 2573.8071467876434
4.00e-5   00003010*  43.00 | 0.803  0.000  0.8144  35.000  0.943  0.867  0.901  0.824  0.208   | 0.048  1.015   | 2634.1927013397217
4.00e-5   00003080*  44.00 | 0.812  0.000  0.8144  35.000  0.942  0.880  0.905  0.831  0.243   | 0.045  1.000   | 2694.337317943573
4.00e-5   00003150*  45.00 | 0.805  0.000  0.8144  35.000  0.944  0.853  0.905  0.836  0.237   | 0.045  0.996   | 2756.2259573936462
4.00e-5   00003220*  46.00 | 0.811  0.000  0.8144  35.000  0.944  0.867  0.904  0.849  0.240   | 0.042  1.013   | 2816.8882632255554
4.00e-5   00003290*  47.00 | 0.812  0.000  0.8144  35.000  0.949  0.872  0.902  0.845  0.229   | 0.045  1.011   | 2877.4255306720734
4.00e-5   00003360*  48.00 | 0.801  0.000  0.8144  35.000  0.924  0.868  0.893  0.836  0.233   | 0.042  0.999   | 2937.6187789440155
4.00e-5   00003430*  49.00 | 0.804  0.000  0.8144  35.000  0.934  0.871  0.902  0.802  0.254   | 0.043  1.006   | 2998.2513926029205
4.00e-5   00003500*  50.00 | 0.816  0.000  0.8160  50.000  0.945  0.875  0.904  0.822  0.289   | 0.046  0.999   | 3058.8534383773804
4.00e-5   00003570*  51.00 | 0.798  0.000  0.8160  50.000  0.926  0.885  0.899  0.806  0.197   | 0.047  0.985   | 3119.660014629364
4.00e-5   00003640*  52.00 | 0.802  0.000  0.8160  50.000  0.939  0.884  0.902  0.763  0.254   | 0.042  0.984   | 3180.2201821804047
4.00e-5   00003710*  53.00 | 0.808  0.000  0.8160  50.000  0.941  0.885  0.906  0.817  0.221   | 0.061  0.978   | 3241.5524804592133
4.00e-5   00003780*  54.00 | 0.802  0.000  0.8160  50.000  0.944  0.845  0.903  0.826  0.245   | 0.054  1.024   | 3302.6247239112854
4.00e-5   00003850*  55.00 | 0.812  0.000  0.8160  50.000  0.951  0.874  0.908  0.824  0.235   | 0.042  1.041   | 3363.8061983585358
4.00e-5   00003920*  56.00 | 0.805  0.000  0.8160  50.000  0.946  0.863  0.903  0.836  0.214   | 0.042  1.030   | 3425.0184292793274
4.00e-5   00003990*  57.00 | 0.800  0.000  0.8160  50.000  0.952  0.868  0.902  0.836  0.154   | 0.040  1.027   | 3486.624641895294
4.00e-5   00004060*  58.00 | 0.800  0.000  0.8160  50.000  0.918  0.868  0.903  0.836  0.219   | 0.039  1.030   | 3548.004895925522
4.00e-5   00004130*  59.00 | 0.809  0.000  0.8160  50.000  0.941  0.876  0.906  0.836  0.222   | 0.041  1.035   | 3609.8416118621826
4.00e-5   00004200*  60.00 | 0.803  0.000  0.8160  50.000  0.949  0.880  0.908  0.840  0.146   | 0.041  1.038   | 3671.3685381412506
4.00e-5   00004270*  61.00 | 0.802  0.000  0.8160  50.000  0.947  0.872  0.910  0.831  0.165   | 0.039  1.019   | 3732.8011095523834
4.00e-5   00004340*  62.00 | 0.818  0.000  0.8183  62.000  0.952  0.891  0.906  0.834  0.241   | 0.040  1.018   | 3794.503474712372
4.00e-5   00004410*  63.00 | 0.799  0.000  0.8183  62.000  0.949  0.863  0.902  0.822  0.177   | 0.039  1.014   | 3856.3424882888794
4.00e-5   00004480*  64.00 | 0.784  0.000  0.8183  62.000  0.946  0.817  0.901  0.826  0.157   | 0.039  0.992   | 3917.2313454151154
4.00e-5   00004550*  65.00 | 0.808  0.000  0.8183  62.000  0.951  0.878  0.903  0.834  0.194   | 0.042  0.969   | 3978.4806015491486
4.00e-5   00004620*  66.00 | 0.800  0.000  0.8183  62.000  0.948  0.852  0.903  0.820  0.212   | 0.044  0.980   | 4040.6004135608673
4.00e-5   00004690*  67.00 | 0.811  0.000  0.8183  62.000  0.930  0.881  0.910  0.836  0.249   | 0.039  1.010   | 4102.09077000618
4.00e-5   00004760*  68.00 | 0.802  0.000  0.8183  62.000  0.943  0.853  0.913  0.825  0.216   | 0.036  1.002   | 4162.477404356003
4.00e-5   00004830*  69.00 | 0.815  0.000  0.8183  62.000  0.948  0.887  0.913  0.837  0.219   | 0.038  1.018   | 4223.327322244644
4.00e-5   00004900*  70.00 | 0.803  0.000  0.8183  62.000  0.949  0.874  0.904  0.817  0.186   | 0.039  1.022   | 4284.645039319992
4.00e-5   00004970*  71.00 | 0.796  0.000  0.8183  62.000  0.953  0.841  0.894  0.831  0.188   | 0.050  1.021   | 4344.87716627121
4.00e-5   00005040*  72.00 | 0.805  0.000  0.8183  62.000  0.937  0.881  0.908  0.828  0.199   | 0.039  1.014   | 4405.751258134842
4.00e-5   00005110*  73.00 | 0.805  0.000  0.8183  62.000  0.929  0.885  0.909  0.826  0.206   | 0.036  0.996   | 4465.389202833176
4.00e-5   00005180*  74.00 | 0.812  0.000  0.8183  62.000  0.951  0.886  0.909  0.822  0.215   | 0.037  0.998   | 4525.86135840416
4.00e-5   00005250*  75.00 | 0.807  0.000  0.8183  62.000  0.949  0.883  0.898  0.820  0.202   | 0.036  0.999   | 4586.41557097435
4.00e-5   00005320*  76.00 | 0.813  0.000  0.8183  62.000  0.946  0.881  0.908  0.820  0.251   | 0.036  1.013   | 4646.649667978287
4.00e-5   00005390*  77.00 | 0.798  0.000  0.8183  62.000  0.921  0.888  0.911  0.827  0.159   | 0.038  1.005   | 4707.165506362915
4.00e-5   00005460*  78.00 | 0.811  0.000  0.8183  62.000  0.952  0.891  0.909  0.818  0.204   | 0.036  1.005   | 4767.595173835754
4.00e-5   00005530*  79.00 | 0.800  0.000  0.8183  62.000  0.948  0.872  0.910  0.822  0.156   | 0.034  1.011   | 4827.533358097076
4.00e-5   00005600*  80.00 | 0.808  0.000  0.8183  62.000  0.950  0.877  0.912  0.808  0.217   | 0.036  1.001   | 4887.710392475128
4.00e-5   00005670*  81.00 | 0.798  0.000  0.8183  62.000  0.934  0.863  0.911  0.809  0.210   | 0.032  1.023   | 4948.271767616272
4.00e-5   00005740*  82.00 | 0.793  0.000  0.8183  62.000  0.948  0.839  0.908  0.801  0.202   | 0.041  1.020   | 5008.71142911911
4.00e-5   00005810*  83.00 | 0.803  0.000  0.8183  62.000  0.948  0.869  0.913  0.816  0.190   | 0.038  1.004   | 5069.035065412521
4.00e-5   00005880*  84.00 | 0.808  0.000  0.8183  62.000  0.955  0.875  0.911  0.825  0.196   | 0.037  1.000   | 5129.11948633194
4.00e-5   00005950*  85.00 | 0.796  0.000  0.8183  62.000  0.939  0.856  0.898  0.804  0.216   | 0.034  1.013   | 5190.11586856842
4.00e-5   00006020*  86.00 | 0.789  0.000  0.8183  62.000  0.946  0.853  0.908  0.804  0.142   | 0.040  1.019   | 5251.457843780518
4.00e-5   00006090*  87.00 | 0.780  0.000  0.8183  62.000  0.948  0.793  0.906  0.824  0.168   | 0.037  1.047   | 5312.134586572647
4.00e-5   00006160*  88.00 | 0.806  0.000  0.8183  62.000  0.933  0.884  0.905  0.818  0.221   | 0.036  1.044   | 5372.613791704178
4.00e-5   00006230*  89.00 | 0.799  0.000  0.8183  62.000  0.949  0.865  0.910  0.821  0.165   | 0.045  1.003   | 5432.96542096138
4.00e-5   00006300*  90.00 | 0.799  0.000  0.8183  62.000  0.941  0.878  0.911  0.822  0.154   | 0.048  1.025   | 5493.9196355342865
4.00e-5   00006370*  91.00 | 0.803  0.000  0.8183  62.000  0.944  0.873  0.909  0.826  0.185   | 0.038  1.027   | 5555.1073343753815
4.00e-5   00006440*  92.00 | 0.801  0.000  0.8183  62.000  0.948  0.866  0.915  0.823  0.168   | 0.035  1.020   | 5615.926616191864
4.00e-5   00006510*  93.00 | 0.806  0.000  0.8183  62.000  0.946  0.881  0.913  0.832  0.171   | 0.037  1.025   | 5676.0679433345795
4.00e-5   00006580*  94.00 | 0.803  0.000  0.8183  62.000  0.951  0.863  0.911  0.833  0.179   | 0.036  1.009   | 5736.952939271927
4.00e-5   00006650*  95.00 | 0.807  0.000  0.8183  62.000  0.945  0.877  0.911  0.830  0.194   | 0.034  1.019   | 5797.825896978378
4.00e-5   00006720*  96.00 | 0.799  0.000  0.8183  62.000  0.936  0.874  0.904  0.812  0.197   | 0.035  1.009   | 5858.643575668335
4.00e-5   00006790*  97.00 | 0.793  0.000  0.8183  62.000  0.948  0.834  0.913  0.821  0.183   | 0.040  1.010   | 5919.5263085365295
4.00e-5   00006860*  98.00 | 0.796  0.000  0.8183  62.000  0.946  0.850  0.911  0.819  0.179   | 0.036  1.010   | 5980.113305568695
4.00e-5   00006930*  99.00 | 0.802  0.000  0.8183  62.000  0.953  0.857  0.913  0.827  0.181   | 0.033  1.009   | 6040.56934261322
4.00e-5   00007000* 100.00 | 0.808  0.000  0.8183  62.000  0.949  0.876  0.912  0.828  0.199   | 0.032  1.003   | 6100.839643955231
4.00e-5   00007070* 101.00 | 0.800  0.000  0.8183  62.000  0.942  0.870  0.915  0.824  0.163   | 0.031  1.001   | 6162.2022840976715
4.00e-5   00007140* 102.00 | 0.805  0.000  0.8183  62.000  0.948  0.870  0.913  0.825  0.189   | 0.032  0.996   | 6222.815634250641
4.00e-5   00007210* 103.00 | 0.802  0.000  0.8183  62.000  0.950  0.872  0.908  0.826  0.165   | 0.032  0.994   | 6283.1536593437195
4.00e-5   00007280* 104.00 | 0.804  0.000  0.8183  62.000  0.953  0.866  0.911  0.828  0.184   | 0.031  1.002   | 6343.703843355179
4.00e-5   00007350* 105.00 | 0.804  0.000  0.8183  62.000  0.954  0.876  0.912  0.822  0.169   | 0.030  1.003   | 6404.181492090225
4.00e-5   00007420* 106.00 | 0.805  0.000  0.8183  62.000  0.952  0.862  0.915  0.835  0.188   | 0.030  1.011   | 6464.904058218002
4.00e-5   00007490* 107.00 | 0.801  0.000  0.8183  62.000  0.943  0.867  0.913  0.817  0.190   | 0.029  1.014   | 6525.531152486801
4.00e-5   00007560* 108.00 | 0.802  0.000  0.8183  62.000  0.945  0.872  0.915  0.821  0.172   | 0.029  1.008   | 6586.096874237061
4.00e-5   00007630* 109.00 | 0.807  0.000  0.8183  62.000  0.949  0.877  0.917  0.815  0.201   | 0.029  1.007   | 6646.7954070568085
4.00e-5   00007700* 110.00 | 0.803  0.000  0.8183  62.000  0.948  0.875  0.914  0.796  0.200   | 0.031  0.998   | 6707.775266885757
4.00e-5   00007770* 111.00 | 0.808  0.000  0.8183  62.000  0.952  0.878  0.911  0.818  0.200   | 0.028  1.000   | 6768.71737909317
4.00e-5   00007840* 112.00 | 0.801  0.000  0.8183  62.000  0.947  0.877  0.913  0.807  0.173   | 0.030  0.991   | 6829.563306093216
4.00e-5   00007910* 113.00 | 0.802  0.000  0.8183  62.000  0.957  0.857  0.915  0.822  0.177   | 0.029  0.995   | 6890.277591228485
4.00e-5   00007980* 114.00 | 0.808  0.000  0.8183  62.000  0.946  0.884  0.915  0.817  0.202   | 0.030  0.990   | 6950.919096469879
4.00e-5   00008050* 115.00 | 0.806  0.000  0.8183  62.000  0.957  0.874  0.913  0.808  0.196   | 0.029  0.991   | 7010.709842443466
4.00e-5   00008120* 116.00 | 0.807  0.000  0.8183  62.000  0.946  0.884  0.913  0.813  0.198   | 0.031  0.978   | 7070.585035085678
4.00e-5   00008190* 117.00 | 0.809  0.000  0.8183  62.000  0.948  0.879  0.914  0.817  0.216   | 0.028  0.980   | 7131.457011461258
4.00e-5   00008260* 118.00 | 0.807  0.000  0.8183  62.000  0.956  0.876  0.914  0.825  0.175   | 0.030  0.980   | 7191.965542793274
4.00e-5   00008330* 119.00 | 0.805  0.000  0.8183  62.000  0.953  0.874  0.915  0.824  0.174   | 0.029  0.974   | 7252.777128458023
4.00e-5   00008400* 120.00 | 0.811  0.000  0.8183  62.000  0.951  0.879  0.913  0.830  0.211   | 0.030  0.989   | 7313.268985271454
4.00e-5   00008470* 121.00 | 0.811  0.000  0.8183  62.000  0.958  0.879  0.904  0.832  0.204   | 0.031  0.981   | 7373.7546145915985
4.00e-5   00008540* 122.00 | 0.807  0.000  0.8183  62.000  0.955  0.875  0.912  0.827  0.181   | 0.030  0.964   | 7434.555265665054
4.00e-5   00008610* 123.00 | 0.808  0.000  0.8183  62.000  0.950  0.880  0.912  0.811  0.211   | 0.031  0.969   | 7495.070909738541
4.00e-5   00008680* 124.00 | 0.810  0.000  0.8183  62.000  0.949  0.882  0.915  0.828  0.200   | 0.028  0.985   | 7555.353313922882
4.00e-5   00008750* 125.00 | 0.810  0.000  0.8183  62.000  0.954  0.869  0.912  0.836  0.208   | 0.028  0.985   | 7616.4120082855225
4.00e-5   00008820* 126.00 | 0.815  0.000  0.8183  62.000  0.955  0.883  0.918  0.826  0.221   | 0.029  0.991   | 7676.639898777008
4.00e-5   00008890* 127.00 | 0.812  0.000  0.8183  62.000  0.955  0.876  0.916  0.831  0.211   | 0.030  1.002   | 7737.929889678955
4.00e-5   00008960* 128.00 | 0.812  0.000  0.8183  62.000  0.953  0.879  0.915  0.833  0.209   | 0.028  1.000   | 7798.380422830582
4.00e-5   00009030* 129.00 | 0.808  0.000  0.8183  62.000  0.955  0.885  0.911  0.799  0.209   | 0.028  0.994   | 7859.416988372803
4.00e-5   00009100* 130.00 | 0.808  0.000  0.8183  62.000  0.959  0.882  0.914  0.797  0.201   | 0.029  1.009   | 7919.80419254303
4.00e-5   00009170* 131.00 | 0.807  0.000  0.8183  62.000  0.946  0.878  0.901  0.777  0.269   | 0.029  1.026   | 7981.0466339588165
4.00e-5   00009240* 132.00 | 0.805  0.000  0.8183  62.000  0.935  0.878  0.912  0.817  0.215   | 0.040  1.013   | 8042.191629886627
4.00e-5   00009310* 133.00 | 0.814  0.000  0.8183  62.000  0.953  0.870  0.913  0.827  0.250   | 0.044  1.027   | 8103.324596643448
4.00e-5   00009380* 134.00 | 0.772  0.000  0.8183  62.000  0.952  0.760  0.892  0.818  0.195   | 0.033  1.010   | 8163.967826128006
4.00e-5   00009450* 135.00 | 0.807  0.000  0.8183  62.000  0.954  0.876  0.914  0.802  0.207   | 0.034  1.008   | 8224.9735891819
4.00e-5   00009520* 136.00 | 0.803  0.000  0.8183  62.000  0.956  0.854  0.915  0.807  0.209   | 0.038  1.015   | 8285.811881303787
4.00e-5   00009590* 137.00 | 0.806  0.000  0.8183  62.000  0.946  0.889  0.915  0.820  0.172   | 0.030  1.002   | 8346.582213163376
4.00e-5   00009660* 138.00 | 0.798  0.000  0.8183  62.000  0.954  0.866  0.915  0.817  0.144   | 0.029  1.011   | 8407.183127880096
4.00e-5   00009730* 139.00 | 0.804  0.000  0.8183  62.000  0.949  0.872  0.912  0.821  0.190   | 0.027  1.009   | 8468.491308689117
4.00e-5   00009800* 140.00 | 0.807  0.000  0.8183  62.000  0.955  0.862  0.914  0.823  0.210   | 0.026  1.004   | 8530.325766563416
4.00e-5   00009870* 141.00 | 0.803  0.000  0.8183  62.000  0.957  0.873  0.912  0.799  0.189   | 0.026  1.003   | 8591.125439882278
4.00e-5   00009940* 142.00 | 0.808  0.000  0.8183  62.000  0.947  0.881  0.912  0.830  0.190   | 0.028  1.006   | 8651.58753657341
4.00e-5   00010010* 143.00 | 0.804  0.000  0.8183  62.000  0.950  0.871  0.913  0.824  0.181   | 0.031  1.008   | 8712.330201864243
4.00e-5   00010080* 144.00 | 0.803  0.000  0.8183  62.000  0.949  0.875  0.913  0.826  0.167   | 0.029  1.005   | 8772.838394641876
4.00e-5   00010150* 145.00 | 0.805  0.000  0.8183  62.000  0.947  0.876  0.913  0.808  0.202   | 0.025  0.994   | 8835.154688119888
4.00e-5   00010220* 146.00 | 0.810  0.000  0.8183  62.000  0.949  0.874  0.913  0.840  0.207   | 0.028  0.972   | 8896.247349023819
4.00e-5   00010290* 147.00 | 0.801  0.000  0.8183  62.000  0.946  0.877  0.913  0.813  0.166   | 0.028  0.975   | 8956.65689587593
4.00e-5   00010360* 148.00 | 0.809  0.000  0.8183  62.000  0.949  0.877  0.907  0.828  0.216   | 0.027  0.983   | 9017.387526750565
4.00e-5   00010430* 149.00 | 0.805  0.000  0.8183  62.000  0.950  0.875  0.912  0.831  0.172   | 0.028  0.994   | 9077.853018522263
4.00e-5   00010500* 150.00 | 0.801  0.000  0.8183  62.000  0.952  0.879  0.915  0.808  0.149   | 0.027  0.996   | 9138.188562870026
4.00e-5   00010570* 151.00 | 0.807  0.000  0.8183  62.000  0.950  0.879  0.913  0.832  0.179   | 0.027  0.994   | 9198.54065823555
4.00e-5   00010640* 152.00 | 0.802  0.000  0.8183  62.000  0.940  0.887  0.905  0.828  0.160   | 0.027  0.998   | 9258.89209485054
4.00e-5   00010710* 153.00 | 0.805  0.000  0.8183  62.000  0.946  0.884  0.915  0.827  0.159   | 0.026  0.999   | 9319.205634117126
4.00e-5   00010780* 154.00 | 0.806  0.000  0.8183  62.000  0.944  0.889  0.914  0.820  0.178   | 0.024  0.994   | 9379.909651994705
4.00e-5   00010850* 155.00 | 0.804  0.000  0.8183  62.000  0.948  0.882  0.915  0.817  0.169   | 0.027  0.983   | 9440.473254680634
4.00e-5   00010920* 156.00 | 0.797  0.000  0.8183  62.000  0.948  0.859  0.911  0.818  0.165   | 0.027  0.969   | 9501.20669388771
4.00e-5   00010990* 157.00 | 0.807  0.000  0.8183  62.000  0.949  0.874  0.909  0.820  0.208   | 0.029  0.960   | 9562.403095722198
4.00e-5   00011060* 158.00 | 0.792  0.000  0.8183  62.000  0.944  0.874  0.910  0.730  0.214   | 0.037  0.934   | 9622.635901927948
4.00e-5   00011130* 159.00 | 0.799  0.000  0.8183  62.000  0.952  0.880  0.912  0.756  0.203   | 0.045  0.949   | 9683.51795244217
4.00e-5   00011200* 160.00 | 0.810  0.000  0.8183  62.000  0.953  0.880  0.911  0.832  0.193   | 0.043  0.981   | 9744.837713241577
4.00e-5   00011270* 161.00 | 0.802  0.000  0.8183  62.000  0.953  0.875  0.913  0.821  0.150   | 0.030  0.989   | 9805.646937608719
4.00e-5   00011340* 162.00 | 0.803  0.000  0.8183  62.000  0.952  0.882  0.912  0.813  0.163   | 0.030  0.995   | 9866.384010076523
4.00e-5   00011410* 163.00 | 0.807  0.000  0.8183  62.000  0.954  0.873  0.914  0.823  0.192   | 0.029  0.989   | 9927.205582380295
4.00e-5   00011480* 164.00 | 0.809  0.000  0.8183  62.000  0.952  0.877  0.912  0.813  0.216   | 0.028  0.976   | 9988.077204227448
4.00e-5   00011550* 165.00 | 0.806  0.000  0.8183  62.000  0.953  0.869  0.912  0.823  0.192   | 0.029  0.980   | 10048.511426210403
4.00e-5   00011620* 166.00 | 0.805  0.000  0.8183  62.000  0.949  0.874  0.913  0.820  0.188   | 0.028  0.990   | 10109.413317203522
4.00e-5   00011690* 167.00 | 0.802  0.000  0.8183  62.000  0.951  0.877  0.912  0.817  0.157   | 0.027  0.983   | 10169.659913301468
4.00e-5   00011760* 168.00 | 0.804  0.000  0.8183  62.000  0.953  0.876  0.912  0.815  0.180   | 0.026  0.985   | 10230.512000083923
4.00e-5   00011830* 169.00 | 0.802  0.000  0.8183  62.000  0.953  0.874  0.913  0.818  0.155   | 0.025  0.983   | 10291.55175113678
4.00e-5   00011900* 170.00 | 0.793  0.000  0.8183  62.000  0.953  0.865  0.911  0.802  0.128   | 0.026  0.982   | 10351.891959905624
4.00e-5   00011970* 171.00 | 0.802  0.000  0.8183  62.000  0.951  0.877  0.912  0.815  0.165   | 0.028  0.974   | 10412.45238995552
4.00e-5   00012040* 172.00 | 0.802  0.000  0.8183  62.000  0.952  0.877  0.911  0.815  0.163   | 0.025  0.981   | 10473.914222478867
4.00e-5   00012110* 173.00 | 0.803  0.000  0.8183  62.000  0.949  0.880  0.911  0.817  0.169   | 0.027  0.965   | 10534.41319179535
